name;manufacturer;address_manufacturer;num_order;date_resolution;organization;address_organization;type;class;manufacture_place;trial_organization;trial_address;status
Набор реагентов для иммуноферментного определения концентрации ракового эмбрионального антигена  в сыворотке крови (РЭА-ИФА-БЕСТ) по ТУ 9398-205-23548172-2014;ЗАО 'Вектор-Бест';630559, Россия, Новосибирская область, Новосибирский район, р. п. Кольцово, АБК, Россия;413/2015;27.04.2015;ЗАО 'Вектор-Бест';630559, Россия, Новосибирская область, Новосибирский район, р. п. Кольцово, АБК;189480;2б;"1. 630559, Новосибирская область, Новосибирский район, п. Кольцово, Промзона корпус 36
2. 630128, г. Новосибирск, ул. Пасечная, д. 3";;;2015-11-09 Завершено
Набор реагентов для иммуноферментного определения концентрации антител к тиреоглобулину в сыворотке крови (Анти-ТГ-ИФА-БЕСТ)  по ТУ 9398-204-23548172-2014;ЗАО 'Вектор-Бест';630559, Россия, Новосибирская область, Новосибирский район, р. п. Кольцово, АБК, Россия;412/2015;27.04.2015;ЗАО 'Вектор-Бест';630559, Россия, Новосибирская область, Новосибирский район, р. п. Кольцово, АБК;238220;2а;"1. 630559, Новосибирская область, Новосибирский район, п. Кольцово, Промзона, корпус № 36.
2. 630128, г. Новосибирск, ул. Пасечная, д. 3.";;; 
"Набор реагентов для иммуноферментного определения концентрации свободной фракции простат-специфического антигена в сыворотке крови (ПСА свободный-ИФА-БЕСТ)
по ТУ 9398-189-23548172-2014";ЗАО 'Вектор-Бест';630559, Россия, Новосибирская область, Новосибирский район, р. п. Кольцово, АБК, Россия;411/2015;27.04.2015;ЗАО 'Вектор-Бест';630559, Россия, Новосибирская область, Новосибирский район, р. п. Кольцово, АБК;100140;2б;"1. 630559, Новосибирская область, Новосибирский район, п. Кольцово, Промзона корпус 36.
2. 630128, г. Новосибирск, ул. Пасечная, д. 3.";;;2015-11-20 Завершено
Система венозного самораскрывающегося стента Abre;'Медтроник Инк.';, США, Дальнее зарубежье, Medtronic Inc., 710 Medtronic Parkway, Minneapolis, MN 55432, USA, США;161/2019;10.04.2019;ООО 'Медтроник';123317, Россия, г. Москва, Пресненская наб., д. 10;167760;3;Medtronic, Inc., 4600 Nathan Lane North, Plymouth, Minnesota, 55442, USA;;;2019-07-15 Завершено
Тара потребительская полимерная для лекарственных средств со средствами укупорочными по ТУ 22.22.14-001-03114490-2018;ООО 'Алмаксфарм пластик';446116, Россия, Самарская область, г. Чапаевск, ул. Клиническая, д. 2, офис 2, Россия;168/2019;10.04.2019;ООО 'Алмаксфарм пластик';446116, Россия, Самарская область, г. Чапаевск, ул. Клиническая, д. 2, офис 2;139720;2а;ООО 'Алмаксфарм пластик', 446116, Россия, Самарская область, г. Чапаевск, ул. Клиническая, д. 2;;;2019-06-17 Завершено
Аппарат слуховой внутриушной серии Phonak Virto B, с принадлежностями;'Сонова АГ';, Швейцария, Дальнее зарубежье, Sonova AG, Laubisr&#252,tistrasse 28, CH-8712 St&#228,fa, Switzerland, Швейцария;162/2019;10.04.2019;ООО 'Сонова Рус';125009, Россия, г. Москва, ул. Тверская, д. 12, стр. 9, пом. ХVI, IX;173110;2а;"1. Sonova Hearing (Suzhou) Co., Ltd., No. 78, Qi Ming Road, Comprehensive Bonded Zone, Suzhou Industrial Park, Jiangsu Province, 215126, P.R. China.
2. Sonova Operations Center Vietnam Co., Ltd., 29A VSIP Street 8, Vietnam-Singapore Industrial Park, Thuan Giao Ward, Thuan An Town, Binh Duong Province, Vietnam.
3. Sonova AG, Laubisr&#252,tistrasse 28, CH-8712 St&#228,fa, Switzerland.";;;2019-05-24 Завершено
Аппарат ИВЛ с пневмоприводом и ручным управлением 'Инфант - НПЦАП' по АСПИ.941622.001 ТУ с принадлежностями;ФГУП 'НПЦАП';117342, Россия, Москва, ул. Введенского, д. 1, Россия;271/2020;09.04.2020;ФГУП 'НПЦАП';117342, Россия, Москва, ул. Введенского, д. 1;216540;2а;ФГУП 'НПЦАП', Россия, 117342, Москва, ул. Обручева, д. 29;;;2020-06-05 Завершено
Материалы расходные Акку-Чек® ФлексЛинк (Accu-Chek® FlexLink) для дозаторов инсулиновых инфузионных носимых (помп инсулиновых) Акку-Чек® (Accu-Chek®), системы для самоконтроля глюкозы крови с возможностью введения инсулина Акку-Чек® (Accu-Chek®);'Рош Диабетс Кеа ГмбХ';, Германия, Дальнее зарубежье, Roche Diabetes Care GmbH, Sandhofer Strasse 116, 68305 Mannheim, Germany, Германия;164/2019;10.04.2019;ООО 'Рош Диабетес Кеа Рус';107031, Россия, Москва, Трубная пл., д. 2, пом. I, комн. 42Б;351940;2б;Unomedical Devices S.A. de C.V., Avenida Fomento Industrial, Lot 9, M3, Parque Industrial del Norte, Reynosa Tamaulipas, 88736, Mexico;;;2019-07-08 Завершено
Помпа ирригационная эндоскопическая ENDOMATE PUMP по ТУ 32.50.50-008-89134710-2017;ООО 'Эндо Старс';197101, Россия, г. Санкт-Петербург, ул. Большая Монетная, д. 27, лит. А, пом. 12Н, Россия;165/2019;10.04.2019;ООО 'Эндо Старс';197101, Россия, г. Санкт-Петербург, ул. Большая Монетная, д. 27, лит. А, пом. 12Н;271650;2а;ООО 'Эндо Старс', 197101, Россия, г. Санкт-Петербург, ул. Большая Монетная, д. 27, лит. А, пом. 12Н;;;2019-04-23 Завершено
Аппараты слуховые заушные Phonak Aud&#233,o B-Direct, с принадлежностями;'Сонова АГ';, Швейцария, Дальнее зарубежье, Sonova AG, Laubisr&#252,tistrasse 28, CH-8712 St&#228,fa, Switzerland, Швейцария;163/2019;10.04.2019;ООО 'Сонова Рус';125009, Россия, г. Москва, ул. Тверская, д. 12, стр. 9, пом. ХVI, IX;202810;2а;"1. Sonova Hearing (Suzhou) Co., Ltd., No. 78, Qi Ming Road, Comprehensive Bonded Zone, Suzhou Industrial Park, Jiangsu Province, 215126, P.R. China.
2. Sonova Operations Center Vietnam Co., Ltd., 29A VSIP Street 8, Vietnam-Singapore Industrial Park, Thuan Giao Ward, Thuan An Town, Binh Duong Province, Vietnam.
3. Sonova AG, Laubisr&#252,tistrasse 28, CH-8712 St&#228,fa, Switzerland.";;;2019-05-24 Завершено
Монитор СО&#8322, портативный реанимационный 'КапноТест' по ТУ 26.60.12-022-52777873-2018 с принадлежностями;ООО 'МЕДПЛАНТ';109316, Россия, Москва, Волгоградский пр-кт, д. 42, корп. 5, этаж 2, пом. I, комн. 296-318, Россия;159/2019;10.04.2019;ООО 'МЕДПЛАНТ';109316, Россия, Москва, Волгоградский пр-кт, д. 42, корп. 5, этаж 2, пом. I, комн. 296-318;241290;2б;ООО 'МЕДПЛАНТ', 109316, Россия, Москва, Волгоградский пр-кт, д. 42, корп. 5;;;2019-06-25 Завершено
Аппарат рентгеновский стоматологический панорамного типа PAPAYA, с принадлежностями;'Дженорэй Ко., Лтд.';, Корея, Genoray Co., Ltd., 512 Byucksan Technopia, 560, Dunchon-daero, Jungwon-gu, Seongnam-si, Gyeonggi-do, Korea, Корея;158/2019;10.04.2019;ООО 'С.П.ГЕЛПИК';117837, Россия, Москва, ул. Профсоюзная, д. 86, корп. 2;191240;2б;Genoray Co., Ltd., 512, Byucksan Technopia, 560, Dunchon-daero, Jungwon-gu, Seongnam-si, Gyeonggi-do, Korea;;;2019-05-16 Завершено
Набор реагентов для иммуноферментного выявления иммуноглобулинов класса М к вирусу краснухи методом «захвата» в сыворотке (плазме) крови (Рубелла-IgM-ИФА-БЕСТ) по ТУ 9398-402-23548172-2012;ЗАО 'Вектор-Бест';630559, Россия, Новосибирская область, Кольцово, АБК, Россия;58/2013;02.07.2013;ЗАО 'Вектор-Бест';630559, Россия, Новосибирская область, Кольцово, АБК;213660;2б;"630559, Новосибирская область, Новосибирский район, п. Кольцово, Промзона, корпус 36 
630128, г. Новосибирск, ул. Пасечная, д. 3";;; 
Перчатки медицинские смотровые (диагностические) одноразовые нитриловые нестерильные неопудренные;'ВРП Азия Пасифик Сдн. Бхд.';, Малайзия, WRP Asia Pacific Sdn. Bhd., Lot 1, Jalan 3, Kawasan Perusahaan Bandar Baru Salak Tinggi, 43900 Sepang, Selangor Darul Ehsan, Malaysia, Малайзия;160/2019;10.04.2019;ООО 'МедТоварОпт';115583, Россия, Москва, ул. Воронежская, д. 24, корп. 1, эт. 1, пом. I, комн. 22;185830;1;WRP Asia Pacific Sdn. Bhd., Lot 1, Jalan 3, Kawasan Perusahaan Bandar Baru Salak Tinggi, 43900 Sepang, Selangor Darul Ehsan, Malaysia;;;2019-06-04 Завершено
